"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_Glass.M_Glass","21","32","1","1","28.884512","0","556"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","21","45","1","1","39.210201","0","1079"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","21","45","1","1","42.387260","0","1079"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","21","45","1","1","41.112907","0","1079"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","21","2","2","1","1.586605","0","3"
"/Game/MaterialFunctionCollection/ShowcaseAssets/ExampleContent/Assets/Materials/M_TextBox_Color.M_TextBox_Color","21","17","1","1","15.239577","0","169"
"/Game/MaterialFunctionCollection/ShowcaseAssets/DemoRoom/Materials/M_DemoWall.M_DemoWall","21","47","1","1","43.177761","0","1174"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","21","60","1","1","52.043835","0","1889"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","21","60","1","1","54.695034","0","1863"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","21","45","1","1","40.841145","0","1062"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","21","45","1","1","40.041969","0","1066"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","21","45","1","1","38.926380","0","1074"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","21","0","30","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","21","0","150","1","0.000000","0","0"
"/Engine/VREditor/Devices/Generic/GenericHMDMaterial.GenericHMDMaterial","21","0","15","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","21","0","75","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","21","0","75","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","21","0","30","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","21","0","2","1","0.000000","0","0"
"/OculusVR/Materials/TouchForQuestRiftSControllerMaterial.TouchForQuestRiftSControllerMaterial","21","0","15","1","0.000000","0","0"
"/OculusVR/Materials/touchController_mat.touchController_mat","21","0","30","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","21","0","75","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","0","2","1","0.000000","0","0"
"/Game/MaterialFunctionCollection/ShowcaseAssets/DemoRoom/Materials/M_LightTube.M_LightTube","21","2","2","1","1.252285","0","3"
"/Game/MaterialFunctionCollection/ShowcaseAssets/ExampleContent/Assets/Materials/M_TextMaterial_Opaque_Emissive.M_TextMaterial_Opaque_Emissive","21","22","1","1","19.208494","0","259"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","21","12","1","1","8.025743","0","84"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","21","45","1","1","45.359818","0","1046"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","21","32","1","1","32.380104","0","543"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","21","45","1","1","43.604641","0","1059"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","21","6","1","1","4.246472","0","26"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","21","30","1","1","29.652277","0","494"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","21","45","1","1","44.150448","0","595"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","21","45","1","1","45.954140","0","408"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","21","45","1","1","46.968430","0","549"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","21","45","1","1","45.649918","0","460"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","21","45","1","1","44.750698","0","432"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","21","45","1","1","45.405487","0","463"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","21","45","1","1","44.290615","0","425"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","21","45","1","1","44.801571","0","477"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","21","45","1","1","43.017017","0","577"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","21","45","1","1","43.391926","0","454"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","21","45","1","1","42.387459","0","510"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","21","45","1","1","42.984337","0","443"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","21","45","1","1","42.369507","0","453"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","21","45","2","1","42.138203","0","449"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","21","45","1","1","43.737480","0","444"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","21","45","1","1","45.205246","0","518"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","21","45","1","1","46.815674","0","577"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","21","45","1","1","44.686493","0","429"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","21","45","1","1","44.764854","0","572"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","21","45","1","1","46.840286","0","551"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","21","45","1","1","45.585911","0","486"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","21","45","1","1","44.405773","0","455"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","21","45","1","1","44.687386","0","517"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","21","6","1","1","4.982397","0","21"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","21","6","1","1","4.843238","0","26"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","21","40","1","1","34.581478","0","426"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","21","45","1","1","44.933292","0","644"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","21","45","1","1","45.936600","0","699"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","21","45","1","1","46.496574","0","667"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","21","45","1","1","46.812885","0","624"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","21","45","1","1","44.973721","0","535"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","21","45","1","1","44.052952","0","500"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","21","45","1","1","44.420986","0","578"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","21","45","1","1","43.280468","0","505"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","21","45","1","1","44.969776","0","516"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","21","45","1","1","44.828552","0","492"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","21","45","1","1","45.694710","0","542"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","21","52","1","1","49.710354","0","638"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","21","12","1","1","8.184916","0","69"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","21","45","1","1","44.515865","0","487"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","21","45","1","1","45.888672","0","535"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","21","45","1","1","45.305454","0","585"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","21","45","1","1","45.915489","0","604"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","21","45","1","1","45.887527","0","660"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","0","4","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","21","0","4","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","0","39","2","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","21","0","2","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","21","0","44","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","0","77","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","0","240","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","0","762","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","0","22","1","0.000000","0","0"
"/OpenXR/Devices/M_XRController.M_XRController","21","0","45","3","0.000000","0","15"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","21","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","0","28","6","0.000000","0","2"
"/Game/MaterialFunctionCollection/Materials/Materials/BasicParameters/M_StatueGlass_Blank.M_StatueGlass_Blank","21","32","1","1","32.380672","0","340"
"/Game/MaterialFunctionCollection/ShowcaseAssets/ExampleContent/Assets/Materials/M_TextBox_Icon_Info.M_TextBox_Icon_Info","21","45","1","1","45.817043","0","753"
"/Game/MaterialFunctionCollection/ShowcaseAssets/ExampleContent/Assets/Materials/M_Particle_Effect_Ring.M_Particle_Effect_Ring","21","6","1","1","4.765229","0","26"
"/Game/MaterialFunctionCollection/ShowcaseAssets/DemoRoom/Materials/M_UE4_Logo_2.M_UE4_Logo_2","21","30","1","1","29.853666","0","393"
"/Game/MaterialFunctionCollection/ShowcaseAssets/DemoRoom/Materials/M_DemoRoomTiles.M_DemoRoomTiles","21","45","1","1","46.147739","0","656"
"/Game/MaterialFunctionCollection/ShowcaseAssets/DemoRoom/Materials/M_Mat_UnrealTech_automotive_02.M_Mat_UnrealTech_automotive_02","21","47","1","1","42.305416","0","619"
"/Game/MaterialFunctionCollection/ShowcaseAssets/DemoRoom/Materials/M_Mat_UnrealTech_automotive_01.M_Mat_UnrealTech_automotive_01","21","47","1","1","48.757572","0","729"
"/Game/MaterialFunctionCollection/Materials/Materials/WorldPosition/M_StatueGlass_WorldPosition.M_StatueGlass_WorldPosition","21","32","1","1","30.200727","0","335"
"/Game/MaterialFunctionCollection/Materials/Materials/WindWave/M_WindWave.M_WindWave","21","51","1","1","44.310650","0","692"
"/Game/MaterialFunctionCollection/Materials/Materials/WindWave/M_StatueGlass_WindWave.M_StatueGlass_WindWave","21","34","1","1","34.460384","0","346"
"/Game/MaterialFunctionCollection/Materials/Materials/Fresnel/M_StatueGlass_Fresnel.M_StatueGlass_Fresnel","21","64","2","2","32.114258","0","592"
"/Game/MaterialFunctionCollection/Materials/Materials/Fresnel/M_Fresnel.M_Fresnel","21","135","3","3","137.885361","0","2042"
"/Game/MaterialFunctionCollection/Materials/Materials/Edge_Fade/M_StatueGlass_EdgeFade.M_StatueGlass_EdgeFade","21","64","2","2","65.124504","0","658"
"/Game/MaterialFunctionCollection/Materials/Materials/Edge_Fade/M_EdgeFade.M_EdgeFade","21","60","2","2","62.902458","0","658"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","21","45","1","1","45.519032","0","596"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","21","45","1","1","48.000324","0","606"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","21","45","1","1","45.937279","0","634"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","21","45","1","1","45.117855","0","534"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","21","8","1","1","6.522550","0","37"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","21","8","1","1","6.470203","0","36"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","21","45","1","1","46.802528","0","836"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","21","45","1","1","45.311035","0","735"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","21","4","4","2","2.527485","0","6"
"/Game/MaterialFunctionCollection/ShowcaseAssets/ExampleContent/Assets/Materials/M_TextBox_Background_Color.M_TextBox_Background_Color","21","4","4","2","3.129809","0","6"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","21","10","1","1","11.380352","0","64"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","21","45","1","1","46.088917","0","645"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","0","2","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","21","0","15","1","0.000000","0","0"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","21","0","45","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","0","44","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","0","104","1","0.000000","0","0"
"/Game/MaterialFunctionCollection/Materials/Materials/Pulse/M_StatueGlass_Pulse.M_StatueGlass_Pulse","21","64","2","2","64.810287","0","842"
"/Game/MaterialFunctionCollection/Materials/Materials/Pulse/M_Pulse.M_Pulse","21","90","3","3","93.806015","0","1006"
"/Game/MaterialFunctionCollection/Materials/Materials/WorldPosition/M_WorldPosition.M_WorldPosition","21","60","4","4","60.980865","0","436"
"/Game/MaterialFunctionCollection/Materials/Materials/BasicParameters/M_Test.M_Test","21","15","1","1","14.553384","0","134"
"/Game/MaterialFunctionCollection/Materials/Materials/Emissive/M_StatueGlass_Emissive.M_StatueGlass_Emissive","21","64","2","2","64.388138","0","615"
"/Game/MaterialFunctionCollection/ShowcaseAssets/DemoRoom/Materials/M_DemoWallPattern.M_DemoWallPattern","21","45","1","1","45.366966","0","586"
"/Game/MaterialFunctionCollection/Materials/Materials/Emissive/M_Emissive.M_Emissive","21","180","7","4","201.477707","0","2675"
"/Game/MaterialFunctionCollection/Materials/Materials/Scanline/M_StatueGlass_Scanline.M_StatueGlass_Scanline","21","64","2","2","64.172272","0","860"
"/Game/MaterialFunctionCollection/Materials/Materials/Scanline/M_Scanline.M_Scanline","21","135","8","3","136.532257","0","2257"
"/Game/MaterialFunctionCollection/Materials/Materials/Scanline/M_Signs_Scanline.M_Signs_Scanline","21","90","6","2","46.542362","0","1538"
"/Game/MaterialFunctionCollection/Materials/Materials/Pulse/M_Signs_Pulse.M_Signs_Pulse","21","90","2","2","95.713669","0","1764"
"/Game/MaterialFunctionCollection/Materials/Materials/Fresnel/M_Signs_Fresnel.M_Signs_Fresnel","21","90","7","2","94.019180","0","1299"
"/Game/MaterialFunctionCollection/Materials/Materials/Emissive/M_Signs_Emissive.M_Signs_Emissive","21","90","7","2","99.112579","0","1177"
"/Game/MaterialFunctionCollection/Materials/Materials/Edge_Fade/M_Signs_EdgeFade.M_Signs_EdgeFade","21","75","7","2","81.020447","0","739"
"/Game/MaterialFunctionCollection/Materials/Materials/WorldPosition/M_Cave_Floor_WorldPosition.M_Cave_Floor_WorldPosition","21","90","2","2","85.323227","0","1300"
"/Game/MaterialFunctionCollection/Materials/Materials/Scanline/M_Cave_Floor_Scanline.M_Cave_Floor_Scanline","21","90","4","2","94.304482","0","1649"
"/Game/MaterialFunctionCollection/Materials/Materials/Emissive/M_Cave_Floor_Emissive.M_Cave_Floor_Emissive","21","90","4","2","97.847534","0","1309"
"/Game/MaterialFunctionCollection/Materials/Materials/Edge_Fade/M_Cave_Floor_EdgeFade.M_Cave_Floor_EdgeFade","21","75","6","2","77.427673","0","913"
"/Game/MaterialFunctionCollection/Materials/Materials/Panner/M_Signs_Panner.M_Signs_Panner","21","90","10","2","98.385849","0","1635"
"/Game/MaterialFunctionCollection/Materials/Materials/Panner/M_Panner.M_Panner","21","135","34","3","93.893494","0","2522"
"/Game/MaterialFunctionCollection/Materials/Materials/Panner/M_Cave_Floor_Panner.M_Cave_Floor_Panner","21","90","2","2","97.671646","0","1496"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","21","90","92","4","106.577171","0","1836"
"/Game/MaterialFunctionCollection/Materials/Materials/Dissolve_Positional/M_PositionalDissolve.M_PositionalDissolve","21","60","32","2","32.408970","0","503"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","21","0","135","3","0.000000","0","0"
"/Game/MaterialFunctionCollection/Materials/Materials/Dissolve/M_StatueGlass_Dissolve.M_StatueGlass_Dissolve","21","64","33","2","38.906757","0","534"
"/Game/MaterialFunctionCollection/Materials/Materials/Dissolve/M_Dissolve.M_Dissolve","21","60","31","2","36.639324","0","480"
"/Game/MaterialFunctionCollection/Materials/Materials/Dissolve/M_Cave_Dissolve.M_Cave_Dissolve","21","52","3","1","64.910316","0","914"
"/Game/MaterialFunctionCollection/ShowcaseAssets/ExampleContent/Materials/ExampleAsset/Materials/M_BlueprintRocket.M_BlueprintRocket","21","51","3","1","94.755844","51","1125"
"/Game/MaterialFunctionCollection/ShowcaseAssets/SoulCity/Environment/Materials/Building/M_Signs.M_Signs","21","45","4","1","44.404377","0","396"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","21","45","6","1","39.026741","0","324"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","21","0","8","1","0.000000","0","0"
"/Game/MaterialFunctionCollection/Materials/Materials/Panner/M_StatueGlass_Panner.M_StatueGlass_Panner","21","32","5","1","32.805882","0","205"
"/Game/MaterialFunctionCollection/ShowcaseAssets/SoulCity/Environment/Materials/Building/M_Cave_Floor.M_Cave_Floor","21","45","5","1","43.273296","0","340"
"/Game/MaterialFunctionCollection/Materials/Materials/WorldPosition/M_Signs_WorldPosition.M_Signs_WorldPosition","21","45","6","1","44.461372","0","348"
"/Game/MaterialFunctionCollection/Materials/Materials/WindWave/M_Signs_WindWave.M_Signs_WindWave","21","51","6","1","50.197964","0","1245"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","21","0","8","1","0.000000","0","0"
"/Game/MaterialFunctionCollection/Materials/Materials/WindWave/M_Cave_Floor_WindWave.M_Cave_Floor_WindWave","21","51","5","1","49.000854","0","464"
"/Game/MaterialFunctionCollection/Materials/Materials/Pulse/M_Cave_Floor_Pulse.M_Cave_Floor_Pulse","21","45","2","1","47.487156","0","789"
"/Game/MaterialFunctionCollection/Materials/Materials/Fresnel/M_Cave_Floor_Fresnel.M_Cave_Floor_Fresnel","21","45","6","1","48.673260","0","676"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","21","0","44","1","0.000000","0","0"
"/Game/MaterialFunctionCollection/Materials/Materials/Dissolve_Positional/M_StatueGlass_Dissolve_Positional.M_StatueGlass_Dissolve_Positional","21","32","7","1","32.517044","0","209"
"/Game/MaterialFunctionCollection/Materials/Materials/Dissolve_Positional/M_Sign_Dissolve_Positional.M_Sign_Dissolve_Positional","21","52","5","1","49.414021","0","490"
"/Game/MaterialFunctionCollection/Materials/Materials/Dissolve_Positional/M_Cave_Floor_Dissolve_Positional.M_Cave_Floor_Dissolve_Positional","21","52","5","1","49.792789","0","412"
"/Game/MaterialFunctionCollection/Materials/Materials/Dissolve/M_Signs_Dissolve.M_Signs_Dissolve","21","52","2","1","47.649281","0","482"
"/Game/MaterialFunctionCollection/ShowcaseAssets/ExampleContent/Materials/ExampleAsset/Materials/M_RocketMaterial_Example01.M_RocketMaterial_Example01","21","52","4","1","48.330097","52","862"
